store,app_id,app_name,developer_name,risk_score,risk_classification,suspicious_factors,recommendation,developer_id,rating,reviews,risk_factors,developer_website,developer_email,privacy_policy,installs,developer_address
app_store,987962261,Google Cardboard,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,2.76923,520,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",http://g.co/cardboard,,https://apps.apple.com/us/app/google-cardboard/id987962261?uo=4,,
app_store,779592978,Google Admin,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,1.75106,470,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",https://www.google.com/enterprise/apps/business/,,https://apps.apple.com/us/app/google-admin/id779592978?uo=4,,
app_store,1152066360,Google Smart Lock,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,2.52373,569,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",https://g.co/2step,,https://apps.apple.com/us/app/google-smart-lock/id1152066360?uo=4,,
app_store,1210181597,Google Cloud Search,Google,4.0,Medium Risk - Exercise Caution,"['few_reviews', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,3.73684,38,"{'few_reviews': 1.5, 'similar_to_popular': 2.5}",,,https://apps.apple.com/us/app/google-cloud-search/id1210181597?uo=4,,
app_store,763852089,Google Device Policy,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,1.73315,2537,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",http://www.google.com/enterprise/,marketing-studio-cloud-regional-pmms@google.com,https://apps.apple.com/us/app/google-device-policy/id763852089?uo=4,,
app_store,924620788,Google Classroom,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,1.8767,23699,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",https://www.google.com/edu/classroom/,,https://apps.apple.com/us/app/google-classroom/id924620788?uo=4,,
app_store,986496028,Wear OS by Google,Google,4.0,Medium Risk - Exercise Caution,"['low_rating', 'similar_to_popular']",Proceed with caution. This app shows some suspicious characteristics that warrant careful consideration.,281956209,1.89816,4026,"{'low_rating': 1.5, 'similar_to_popular': 2.5}",https://wearos.google.com,,https://apps.apple.com/us/app/wear-os-by-google/id986496028?uo=4,,
app_store,585027354,Google Maps,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.68935,6563338,{'similar_to_popular': 2.5},http://maps.google.com/about,,https://apps.apple.com/us/app/google-maps/id585027354?uo=4,,
app_store,535886823,Google Chrome,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.67085,2147043,{'similar_to_popular': 2.5},http://www.google.com/chrome/,,https://apps.apple.com/us/app/google-chrome/id535886823?uo=4,,
app_store,284815942,Google,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.63103,2807331,{'similar_to_popular': 2.5},http://www.google.com/search/about,,https://apps.apple.com/us/app/google/id284815942?uo=4,,
app_store,422689480,Gmail - Email by Google,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.71641,2311442,{'similar_to_popular': 2.5},https://mail.google.com,,https://apps.apple.com/us/app/gmail-email-by-google/id422689480?uo=4,,
app_store,507874739,Google Drive,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.77763,6745240,{'similar_to_popular': 2.5},http://drive.google.com/start,,https://apps.apple.com/us/app/google-drive/id507874739?uo=4,,
app_store,842849113,Google Sheets,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.80403,1467436,{'similar_to_popular': 2.5},http://www.google.com/sheets/about/,,https://apps.apple.com/us/app/google-sheets/id842849113?uo=4,,
app_store,318698524,Google Voice,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.31494,60311,{'similar_to_popular': 2.5},https://voice.google.com/about,,https://apps.apple.com/us/app/google-voice/id318698524?uo=4,,
app_store,1029207872,Google Keep - Notes and lists,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,3.47311,5170,{'similar_to_popular': 2.5},http://www.google.com/keep/,,https://apps.apple.com/us/app/google-keep-notes-and-lists/id1029207872?uo=4,,
app_store,1220976145,Google Assistant,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.73824,66787,{'similar_to_popular': 2.5},https://assistant.google.com/,,https://apps.apple.com/us/app/google-assistant/id1220976145?uo=4,,
app_store,544007664,YouTube,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.67842,41197666,{'similar_to_popular': 2.5},https://www.youtube.com,,https://apps.apple.com/us/app/youtube/id544007664?uo=4,,
app_store,459182288,Google News,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.57623,226341,{'similar_to_popular': 2.5},https://news.google.com/about/,,https://apps.apple.com/us/app/google-news/id459182288?uo=4,,
app_store,1163852619,Google Chat,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.64222,275236,{'similar_to_popular': 2.5},https://workspace.google.com/products/chat/,,https://apps.apple.com/us/app/google-chat/id1163852619?uo=4,,
app_store,1353634006,Google Tasks: Get Things Done,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.79647,92753,{'similar_to_popular': 2.5},https://gsuite.google.com/learning-center/products/apps/keep-track-of-tasks/,,https://apps.apple.com/us/app/google-tasks-get-things-done/id1353634006?uo=4,,
app_store,1433864494,Google Fit: Activity Tracker,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.3125,2080,{'similar_to_popular': 2.5},https://www.google.com/fit/,,https://apps.apple.com/us/app/google-fit-activity-tracker/id1433864494?uo=4,,
app_store,1050970557,Google Arts & Culture,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.68332,133668,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/google-arts-culture/id1050970557?uo=4,,
app_store,388497605,Google Authenticator,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.84968,835920,{'similar_to_popular': 2.5},http://www.google.com/2step,,https://apps.apple.com/us/app/google-authenticator/id388497605?uo=4,,
app_store,1096918571,Google Meet,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.76335,2322524,{'similar_to_popular': 2.5},https://meet.google.com,,https://apps.apple.com/us/app/google-meet/id1096918571?uo=4,,
app_store,400989007,Google Play Books & Audiobooks,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.44126,9534,{'similar_to_popular': 2.5},https://play.google.com,help.lordsmobile.android@igg.com,https://apps.apple.com/us/app/google-play-books-audiobooks/id400989007?uo=4,,
app_store,414706506,Google Translate,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.30584,79006,{'similar_to_popular': 2.5},https://translate.google.com/about?hl=en,,https://apps.apple.com/us/app/google-translate/id414706506?uo=4,,
app_store,962194608,Google Photos: Backup & Edit,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.63895,429521,{'similar_to_popular': 2.5},https://www.google.com/photos/about,,https://apps.apple.com/us/app/google-photos-backup-edit/id962194608?uo=4,,
app_store,909319292,Google Calendar: Get Organized,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.53495,123532,{'similar_to_popular': 2.5},http://www.google.com/calendar/about,,https://apps.apple.com/us/app/google-calendar-get-organized/id909319292?uo=4,,
app_store,1005120814,Google Cloud,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,3.52727,55,{'similar_to_popular': 2.5},https://cloud.google.com/,marketing-studio-cloud-regional-pmms@google.com,https://apps.apple.com/us/app/google-cloud/id1005120814?uo=4,,
app_store,324684580,Spotify - Music and Podcasts,Spotify,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,324684583,4.78755,35062756,{'similar_to_popular': 2.5},https://www.spotify.com/,,https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580?uo=4,,
app_store,1451784328,Google One,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.72505,22608,{'similar_to_popular': 2.5},https://one.google.com/about,,https://apps.apple.com/us/app/google-one/id1451784328?uo=4,,
app_store,1017492454,YouTube Music,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.75981,1267882,{'similar_to_popular': 2.5},https://support.google.com/youtubemusic,asxvmprobertest@gmail.com,https://apps.apple.com/us/app/youtube-music/id1017492454?uo=4,,
app_store,6477489729,Google Gemini,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.76631,179716,{'similar_to_popular': 2.5},https://gemini.google.com/app/download,googlers@google.com,https://apps.apple.com/us/app/google-gemini/id6477489729?uo=4,,
app_store,393753220,G-Whizz! for Google Apps - The #1 Apps Browser,Richard A Bloomfield Jr.,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,560245131,3.68667,150,{'similar_to_popular': 2.5},https://www.facebook.com/GWhizzApps,,https://apps.apple.com/us/app/g-whizz-for-google-apps-the-1-apps-browser/id393753220?uo=4,,
app_store,1227019728,Google Opinion Rewards,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.73041,179427,{'similar_to_popular': 2.5},http://g.co/OpinionRewards,,https://apps.apple.com/us/app/google-opinion-rewards/id1227019728?uo=4,,
app_store,1037457231,Google Ads,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.42318,3951,{'similar_to_popular': 2.5},https://ads.google.com/home/,,https://apps.apple.com/us/app/google-ads/id1037457231?uo=4,,
app_store,1063844759,GFiber: The Google Fiber App,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.50915,2347,{'similar_to_popular': 2.5},https://fiber.google.com/,,https://apps.apple.com/us/app/gfiber-the-google-fiber-app/id1063844759?uo=4,,
app_store,951937596,Microsoft Outlook,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.79189,7825660,{'similar_to_popular': 2.5},https://outlook.live.com,,https://apps.apple.com/us/app/microsoft-outlook/id951937596?uo=4,,
app_store,881599038,Google Analytics,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.6376,5232,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/google-analytics/id881599038?uo=4,,
app_store,586447913,Microsoft Word,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.74497,2410336,{'similar_to_popular': 2.5},https://office.microsoft.com/en-us/mobile/,,https://apps.apple.com/us/app/microsoft-word/id586447913?uo=4,,
app_store,888530356,YouTube Studio,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.03497,22336,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/youtube-studio/id888530356?uo=4,,
app_store,1619382448,Forms for Google Docs,Aurora Innovation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,1617956179,4.72804,31565,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/forms-for-google-docs/id1619382448?uo=4,,
app_store,1193350206,YouTube TV,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,3.67115,55594,{'similar_to_popular': 2.5},https://tv.youtube.com/,,https://apps.apple.com/us/app/youtube-tv/id1193350206?uo=4,,
app_store,936971630,YouTube Kids,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.66055,2664015,{'similar_to_popular': 2.5},https://kids.youtube.com,,https://apps.apple.com/us/app/youtube-kids/id936971630?uo=4,,
app_store,586449534,Microsoft PowerPoint,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.73026,468486,{'similar_to_popular': 2.5},https://office.microsoft.com/en-us/mobile/,,https://apps.apple.com/us/app/microsoft-powerpoint/id586449534?uo=4,,
app_store,1288723196,Microsoft Edge: AI Browser,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.71009,333305,{'similar_to_popular': 2.5},https://www.microsoft.com/edge,,https://apps.apple.com/us/app/microsoft-edge-ai-browser/id1288723196?uo=4,,
app_store,585801479,iMaps+ for Google Maps,Apptility Limited,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,504179274,3.17214,761,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/imaps-for-google-maps/id585801479?uo=4,,
play_store,com.google.android.apps.docs,Google Drive,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.303592,177432,{'similar_to_popular': 2.5},https://support.google.com/drive/?p=android_drive_help,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy,"10,000,000,000+",
play_store,com.google.android.apps.translate,Google Translate,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.274061,188344,{'similar_to_popular': 2.5},http://support.google.com/translate,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy/,"1,000,000,000+",
play_store,com.google.android.apps.adwords,Google Ads,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.206581,3174,{'similar_to_popular': 2.5},http://ads.google.com/,,http://www.google.com/policies/privacy,"10,000,000+",
play_store,com.android.chrome,Google Chrome,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.0737267,998626,{'similar_to_popular': 2.5},http://www.google.com/chrome/android,,https://policies.google.com/privacy,"10,000,000,000+",
play_store,com.google.android.googlequicksearchbox,Google,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.0987787,546444,{'similar_to_popular': 2.5},https://www.google.com/search/about/,,http://www.google.com/policies/privacy,"10,000,000,000+",
app_store,410395246,Microsoft OneNote,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.71821,958691,{'similar_to_popular': 2.5},https://www.OneNote.com,,https://apps.apple.com/us/app/microsoft-onenote/id410395246?uo=4,,
app_store,1528832508,Forms for Google Forms & Quiz,Aarnav Jindal,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,1528832510,4.75563,3765,{'similar_to_popular': 2.5},https://a87464659.app-ads-txt.com,,https://apps.apple.com/us/app/forms-for-google-forms-quiz/id1528832508?uo=4,,
app_store,680819774,Google Home,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.55323,1097663,{'similar_to_popular': 2.5},https://store.google.com/category/home_entertainment,,https://apps.apple.com/us/app/google-home/id680819774?uo=4,,
app_store,1091700242,Gboard – the Google Keyboard,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.02156,50725,{'similar_to_popular': 2.5},,,https://apps.apple.com/us/app/gboard-the-google-keyboard/id1091700242?uo=4,,
app_store,1165525994,PhotoScan by Google Photos,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.81027,81398,{'similar_to_popular': 2.5},https://www.google.com/photos/scan,,https://apps.apple.com/us/app/photoscan-by-google-photos/id1165525994?uo=4,,
app_store,293622097,Google Earth,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.01173,42970,{'similar_to_popular': 2.5},https://www.google.com/earth/,,https://apps.apple.com/us/app/google-earth/id293622097?uo=4,,
app_store,746894884,Google TV: Watch Movies & TV,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.38188,4648,{'similar_to_popular': 2.5},https://tv.google,,https://apps.apple.com/us/app/google-tv-watch-movies-tv/id746894884?uo=4,,
app_store,879478102,Google Slides,Google,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,281956209,4.66237,343529,{'similar_to_popular': 2.5},http://www.google.com/slides/about/,,https://apps.apple.com/us/app/google-slides/id879478102?uo=4,,
play_store,com.google.earth,Google Earth,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,3.9841835,104296,{'similar_to_popular': 2.5},http://www.google.com/earth/,,http://www.google.com/policies/privacy,"500,000,000+",
play_store,com.google.android.apps.fitness,Google Fit: Activity Tracking,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,3.6447904,28567,{'similar_to_popular': 2.5},http://www.android.com/,,http://www.google.com/policies/privacy,"100,000,000+",
play_store,com.google.android.apps.books,Google Play Books & Audiobooks,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.6852713,79510,{'similar_to_popular': 2.5},http://play.google.com/,help.lordsmobile.android@igg.com,https://play.google.com/books/intl/privacy.html,"1,000,000,000+",
play_store,com.google.android.apps.googleassistant,Google Assistant,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,3.7855546,44620,{'similar_to_popular': 2.5},https://assistant.google.com/,,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.ar.lens,Google Lens,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.6943955,55539,{'similar_to_popular': 2.5},https://lens.google.com,,http://www.google.com/policies/privacy/,"1,000,000,000+",
play_store,com.google.android.play.games,Google Play Games,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.0792165,200544,{'similar_to_popular': 2.5},http://play.google.com/store/apps/category/GAME,support@wildspike.com,http://www.google.com/policies/privacy,"5,000,000,000+",
play_store,com.google.android.apps.cloudconsole,Google Cloud,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.306233,1630,{'similar_to_popular': 2.5},http://cloud.google.com/,marketing-studio-cloud-regional-pmms@google.com,http://www.google.com/policies/privacy,"5,000,000+",
play_store,com.google.android.apps.docs.editors.sheets,Google Sheets,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.1389003,22631,{'similar_to_popular': 2.5},https://support.google.com/docs/?p=android_sheets_help,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.android.inputmethod.latin,Gboard - the Google Keyboard,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.5304856,410102,{'similar_to_popular': 2.5},https://support.google.com/gboard,,http://www.google.com/policies/privacy,"10,000,000,000+",
play_store,com.google.android.calendar,Google Calendar,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.5680547,93088,{'similar_to_popular': 2.5},http://support.google.com/calendar?p=mobilesync,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy,"5,000,000,000+",
play_store,com.google.android.apps.walletnfcrel,Google Wallet,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.509936,112029,{'similar_to_popular': 2.5},https://pay.google.com/about,,https://policies.google.com/privacy,"1,000,000,000+",
play_store,com.google.android.apps.googlevoice,Google Voice,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.3096123,112637,{'similar_to_popular': 2.5},http://www.google.com/voice,,http://www.google.com/policies/privacy,"10,000,000+",
